review_text,sentiment_label,sentiment_score,identified_theme
I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,NEGATIVE,0.9904449582099915,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
love,POSITIVE,0.9998735189437866,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
መቸሸጠ,NEGATIVE,0.6970561146736145,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
wow,POSITIVE,0.999592125415802,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
gadaa,NEGATIVE,0.7211462259292603,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Massive upgrade from the Amole app.,POSITIVE,0.9646421074867249,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
good,POSITIVE,0.9998161196708679,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
very good for this app,POSITIVE,0.9998138546943665,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
top,POSITIVE,0.9997069239616394,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
this app better than Amole . but the biometric on new update doesn't work,NEGATIVE,0.999607503414154,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Wow,POSITIVE,0.999592125415802,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
good,POSITIVE,0.9998161196708679,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
wow to it saff and this app,POSITIVE,0.9985712766647339,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
it too slow,NEGATIVE,0.9996801614761353,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
ዳሽን ባንክ ይለያል,NEGATIVE,0.8337247967720032,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
real life changer,POSITIVE,0.9997788071632385,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
👍👍👍,NEGATIVE,0.6970561146736145,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
nice application,POSITIVE,0.9998229146003723,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
useless app ever loading take long,NEGATIVE,0.9997350573539734,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",POSITIVE,0.999617338180542,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
very useful App,POSITIVE,0.9995785355567932,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",NEGATIVE,0.835149884223938,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Wawww,NEGATIVE,0.941804051399231,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
it is good but some times says duplicate transaction why?,NEGATIVE,0.9836629629135132,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
very Nice,POSITIVE,0.9998563528060913,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
its best,POSITIVE,0.9998121857643127,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
it is not as good as to the other mobile bank app.,NEGATIVE,0.999786913394928,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",POSITIVE,0.9996517896652222,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,NEGATIVE,0.9939862489700317,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
The best app ever in finance sector,POSITIVE,0.9998089671134949,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,NEGATIVE,0.9983357787132263,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
dashen bank or dashen super app?,NEGATIVE,0.9937525391578674,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
wowwwe app,POSITIVE,0.9829692840576172,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,NEGATIVE,0.9994332194328308,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
always lagging,NEGATIVE,0.9998013377189636,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Amazing Application...,POSITIVE,0.9998786449432373,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Fantastic,POSITIVE,0.9998743534088135,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"Dashen bank app is very good, but sometimes it is not working well",NEGATIVE,0.9976341724395752,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
its my choice,POSITIVE,0.9962010979652405,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
wow apo,POSITIVE,0.9994785189628601,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
awesome app keep going,POSITIVE,0.9998502731323242,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
👍,NEGATIVE,0.6970561146736145,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",POSITIVE,0.9992207288742065,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Game changer,POSITIVE,0.9887570738792419,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Totally amazing,POSITIVE,0.9998782873153687,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
super 😎,POSITIVE,0.9331687092781067,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
what a helpful app!!!!,POSITIVE,0.9990901947021484,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Good,POSITIVE,0.9998161196708679,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
nice,POSITIVE,0.9998552799224854,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"To be honest, best banking and lifestyle app in Ethiopia.",POSITIVE,0.9997262358665466,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
fast,POSITIVE,0.9989494681358337,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",POSITIVE,0.9966461062431335,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",POSITIVE,0.9991555213928223,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Amazing app super easy to use and best design. loved it.,POSITIVE,0.9998630285263062,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
its the best ever,POSITIVE,0.9998552799224854,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
excellent game changer App,POSITIVE,0.9998358488082886,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,POSITIVE,0.9995176792144775,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
it seems me logging out within minutes,NEGATIVE,0.9982207417488098,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,NEGATIVE,0.9857989549636841,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
yes i want dashen super open,POSITIVE,0.9994350075721741,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Best App,POSITIVE,0.999686598777771,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
faster than this version,POSITIVE,0.9991979002952576,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"Best UI mobile banking app, props to design team",POSITIVE,0.9991565942764282,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
thank you,POSITIVE,0.9998352527618408,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
great app,POSITIVE,0.999821126461029,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
bad.,NEGATIVE,0.9997698664665222,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Dashen bank always one step ahead,POSITIVE,0.9996015429496765,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
dashen super app is secure band very easy,POSITIVE,0.9899651408195496,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
It is very fast and secured mobile banking app! I like this app!,POSITIVE,0.9995939135551453,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
best app I have ever seen,POSITIVE,0.9996102452278137,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
best of best,POSITIVE,0.9997496008872986,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
waw,NEGATIVE,0.7346174120903015,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
best app,POSITIVE,0.999686598777771,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Its slow when i try to see the Recent Transaction and stucked,NEGATIVE,0.9992387294769287,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
wowslnwoooo wowwww amazing !!!!!!!!,POSITIVE,0.9997221827507019,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
wow appl,POSITIVE,0.9994691014289856,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
why do i have to change a pin number i use my finger print so dummy,NEGATIVE,0.9994646906852722,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
very nice,POSITIVE,0.9998563528060913,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
great,POSITIVE,0.9998630285263062,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",NEGATIVE,0.9997708201408386,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",POSITIVE,0.9996446371078491,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Very easy and Fast.,POSITIVE,0.9995487332344055,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Incomparably user-friendly and fast app for mobile banking.,NEGATIVE,0.9392751455307007,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",NEGATIVE,0.9993688464164734,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
execellent,NEGATIVE,0.9866806864738464,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",POSITIVE,0.9998038411140442,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,NEGATIVE,0.759855329990387,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
it is incredible product.,POSITIVE,0.9998867511749268,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",POSITIVE,0.9997783303260803,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
ok,POSITIVE,0.9997851252555847,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"It's an amazing app, experience it!!",POSITIVE,0.9998760223388672,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
This is the best banking app ever. I recommend everyone to use it.,POSITIVE,0.9997599720954895,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
It is the best application!!!,POSITIVE,0.9998468160629272,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",POSITIVE,0.9998323917388916,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
its features are so dynamic,POSITIVE,0.999643087387085,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
fast &Friendly user Application.,POSITIVE,0.9993237257003784,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"Fast, Reliable and User Friendly. Keep it Up",POSITIVE,0.9997664093971252,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"#dashen super app is easy to use, secure & fast transaction😍",POSITIVE,0.9874821901321411,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
i love this app esp 3 click that make e-commerce easier and convinient.,POSITIVE,0.9995126724243164,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,POSITIVE,0.9990369081497192,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Great for everyday banking and payments on the go,POSITIVE,0.9998255372047424,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",POSITIVE,0.9997794032096863,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
making transactions has never been easier. the new update is just amazing,POSITIVE,0.9998310804367065,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",POSITIVE,0.9850904941558838,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,POSITIVE,0.999284565448761,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,NEGATIVE,0.9886249303817749,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Convenient!,POSITIVE,0.9936902523040771,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
It is an amazing application that meets the needs of customers.,POSITIVE,0.999864935874939,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,POSITIVE,0.9731148481369019,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
the best Supper App ever,POSITIVE,0.999849796295166,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"This is the best app ever, when is it planned to include digital lending and gasification?",POSITIVE,0.9990382194519043,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",POSITIVE,0.999815046787262,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Dashen bank is my number one choice,POSITIVE,0.9996331930160522,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,POSITIVE,0.9994714856147766,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",POSITIVE,0.9991614818572998,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",POSITIVE,0.9998248219490051,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,POSITIVE,0.9990429282188416,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",POSITIVE,0.9997945427894592,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,POSITIVE,0.9997891783714294,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",POSITIVE,0.9998010993003845,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Easy to use and has many options. It is the best financial app I have ever used.,POSITIVE,0.9997546076774597,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",POSITIVE,0.9998537302017212,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"One of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experience, Highly recommended",POSITIVE,0.9997860789299011,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"This app has everything I was looking for, dashen is becoming a grandmaster.",POSITIVE,0.9995651841163635,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Very convenient,POSITIVE,0.9988445043563843,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",POSITIVE,0.9997797608375549,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
wawwwww what nice super app !!keep it up dashen bank !!,POSITIVE,0.9991359114646912,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",POSITIVE,0.9991750121116638,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"It is,really super because of its unique offerings to individuals and businesses.It is a secure UX first app intended to cater comprehensive digital meeds.I am also happy to know that Dashen is considering to make the app more inclusive by lowering the mobile version requirements .",POSITIVE,0.9995538592338562,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",POSITIVE,0.9982724189758301,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",POSITIVE,0.9994187355041504,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,POSITIVE,0.9995588660240173,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",POSITIVE,0.9992392063140869,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Excellent app.,POSITIVE,0.9998461008071899,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,POSITIVE,0.9991500377655029,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
thanks again,POSITIVE,0.9998217225074768,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
Super Easy To Use and Fast Transaction.,POSITIVE,0.996877908706665,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",POSITIVE,0.999527096748352,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",POSITIVE,0.9953939914703369,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It’s saved me a lot of time and made banking way more convenient. Definitely worth checking out!",POSITIVE,0.9982413053512573,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
what an App,POSITIVE,0.9938238859176636,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
The new e-commerce feature is incredibly amazing and user friendly.,POSITIVE,0.9998598098754883,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",POSITIVE,0.9974797368049622,"User Interface & Experience, Feature Requests, Transaction Performance, Account Access Issues, Customer Support"
